CÓDIGO EUROPEO,LEI,NOMBRE,DIRECCIÓN,TIPO DE SEGURO,ENTIDAD MATRIZ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEA3JHX,549300VY8W7HCW04WI32,"Cosmos Versicherung Aktiengesellschaft","Halbergstraße 50-60, 66121, Saarbrücken",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEAKDOO,,"Credendo - Excess & Surety SA Zweigniederlassung Deutschland","Heppendorfer Straße 26, 50170, Kerpen",no-vida,BE0864602471                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
DEAKE32,,"Credendo - Short-Term Non-EU Risks SA Zweigniederlassung Deutschland","Luisenstraße 21, 65185, Wiesbaden",no-vida,BE0867435663                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEA4J7G,529900E4TBZT47ZM0P15,"Credit Life AG","RheinLandplatz 1, 41460, Neuss",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
DEA497R,391200U0LIXO4A2NZB26,"DA Deutsche Allgemeine Versicherung Aktiengesellschaft","Platz der Einheit 2, 60327, Frankfurt am Main",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEA3JNB,5299006IHU8OKTI4GR33,"DARAG Deutschland AG","Drehbahn 7, 20354, Hamburg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA4JJJ,529900R83Z1KHNYZ3O36,"Debeka Allgemeine Versicherung Aktiengesellschaft Sitz Koblenz am Rhein","Debeka-Platz 1, 56073, Koblenz am Rhein",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA0BJD,529900VG6PFQ64HJRQ05,"Debeka Krankenversicherungsverein auf Gegenseitigkeit Sitz Koblenz am Rhein","Debeka-Platz 1, 56073, Koblenz am Rhein",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEA3IWI,529900NHIBCNIE960M06,"Debeka Lebensversicherungsverein auf Gegenseitigkeit Sitz Koblenz am Rhein","Ferdinand-Sauerbruch-Straße 18, 56073, Koblenz am Rhein",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA4K5T,529900ZLENJXR0WN3O66,"Delta Direkt Lebensversicherung Aktiengesellschaft München","Ottostraße 16, 80333, München",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEALIMW,,"Delta Lloyd Schadeverzekering N.V., Amsterdam Niederlassung für Deutschland","Abraham-Lincoln-Park 1, 65189, Wiesbaden",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEA02JI,529900HO2BCZOQG9SI86,"Delvag Versicherungs-AG","Venloer Straße 151-153, 50672, Köln",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEA4JZ0,529900A46F5ZWTTLAJ12,"DEURAG Deutsche Rechtsschutz-Versicherung Aktiengesellschaft","21 27, Abraham-Lincoln-Straße 3, 65189, Wiesbaden",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEA4RGD,2138009DY1LZUFHLXG62,"Deutsche Ärzteversicherung Aktiengesellschaft","80 50, Colonia-Allee 10-20, 51067, Köln",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA4PEE,5299009WBNUCLFIMV712,"Deutsche Assistance Versicherung Aktiengesellschaft","Hansaallee 199, 40549, Düsseldorf",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEA4KQU,529900YI4HYCORU97L35,"Deutsche Lebensversicherungs-Aktiengesellschaft","Merlitzstraße 8, 12489, Berlin",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEAI9DC,,"Deutsche Niederlassung der Basler Versicherungen Luxemburg A.G.","Klosterstraße 62, 10179, Berlin",no-vida,LURCSB0068065                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEALIMJ,391200AKI3S1LQYMOZ14,"Deutsche Rhederei Versicherungs-Aktiengesellschaft i.L.","Dunkerstraße 4, 28832, Achim",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEA08OT,529900SJ15SZVD6IG053,"Deutsche Rückversicherung Aktiengesellschaft","29 01, Heerdter Lohweg 53, 40549, Düsseldorf",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
DEC4838,,"Deutsche Telekom Rückversicherung AG","Venloer Straße 156, 50672, Köln",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEA3HJ5,529900DLVONJ1CW7IA93,"DEVK Allgemeine Lebensversicherungs-Aktiengesellschaft","Riehler Straße 190, 50735, Köln",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEA3NRI,529900FDWRLA4ZYA0265,"DEVK Allgemeine Versicherungs-Aktiengesellschaft","Riehler Straße 190, 50735, Köln",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEADVYW,529900ZAG70FTEPUPF31,"DEVK Deutsche Eisenbahn Versicherung Lebensversicherungsverein a.G. Betriebliche Sozialeinrichtung d","Riehler Straße 190, 50735, Köln",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEAF39U,5299001N0EEDR4BDO761,"DEVK Deutsche Eisenbahn Versicherung Sach- und HUK-Versicherungsverein a.G. Betriebliche Sozialeinri","Riehler Straße 190, 50735, Köln",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEA3EMX,529900UY8SOG5D48NS65,"DEVK Krankenversicherungs-Aktiengesellschaft","68 02, Riehler Straße 190, 50735, Köln",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEA3E8C,529900KEN9ZP48D5RE03,"DEVK Rechtsschutz-Versicherungs-Aktiengesellschaft","Riehler Straße 190, 50735, Köln",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA4MAK,529900UR49W5ROCER909,"DEVK Rückversicherungs- und Beteiligungs-Aktiengesellschaft - DEVK RE","Riehler Straße 190, 50735, Köln",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEA4QRJ,391200ANZU0I8BNOGO03,"DFV Deutsche Familienversicherung AG","Reuterweg 47, 60323, Frankfurt am Main",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEA4QTP,549300XPRVLXTGTWQD37,"Dialog Lebensversicherungs-Aktiengesellschaft","10 15, Stadtberger Straße 99, 86157, Augsburg",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEAMKQX,529900N2I4X15LEWBA27,"Dialog Versicherung Aktiengesellschaft","Adenauerring 7, 81737, München",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEA4TXP,39120001DQ6UZGAAES92,"Die Haftpflichtkasse VVaG","11 26, Darmstädter Straße 103, 64380, Roßdorf",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEALIN1,391200CHA2L8CPNU1U13,"Diehl Assekuranz Rückversicherungs- und Vermittlungs-AG","Stephanstraße 49, 90478, Nürnberg",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
DEA3J3B,529900SP1F2Q1UAIUB63,"DIREKTE LEBEN Versicherung AG","Rotebühlstraße 120, 70197, Stuttgart",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA4NED,529900QWOC2PJX7RJV60,"DKV Deutsche Krankenversicherung Aktiengesellschaft","10 08, Aachener Straße 300, 50933, Köln",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEALIMS,3912001AK9B3IUOLCI19,"DMB Rechtsschutz-Versicherung Aktiengesellschaft","51 06, Bonner Straße 323, 50968, Köln",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
DEALIM1,5299006SQZ2FTEQA4D43,"DOCURA VVaG","Königsallee 57, 44789, Bochum",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEALIMB,391200BLDZMU9XYX1B62,"Dolleruper Freie Brandgilde","Am Wasserwerk 3, 24972, Steinbergkirche",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEAMKQV,391200XMCIX2BEXRSI58,"Domestic & General Insurance Europe AG","Hagenauer Straße 44, 65203, Wiesbaden",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
DEALNRG,,"DOMESTIC & GENERAL INSURANCE PLC Versicherungsgesellschaft - Direktion für Deutschland","Hagenauer Straße 44, 65203, Wiesbaden",no-vida,GB0ECBM11839                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEALI3S,5299002FMJ2VAJSJJM09,"Dortmunder Lebensversicherung AG","Südwall 37-41, 44137, Dortmund",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
DEAI5RT,391200XC0WAV9YGM1J22,"E + H EINZMANN UND HANSELMANN VERSICHERUNGSMAKLER GMBH","GÖPPINGER STR. 1, 75179, PFORZHEIM",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA3MEA,529900UCN37OZCXGVW88,"E+S Rückversicherung AG","61 03, Karl-Wiechert-Allee 50, 30625, Hannover",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEALILO,,"East-West Assekuranz AG","Mauerstraße 83/84, 10117, Berlin",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEA5ABG,391200HDLNO3ZVABYX33,"ELEMENT Insurance AG","Karl-Marx-Allee 3, 10178, Berlin",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEALI3Q,,"Elips Life AG, Triesen, Zweigniederlassung Deutschland","Im Mediapark 8 / Köln Turm, 50670, Köln",vida,LI0ECBM00267                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
