CÓDIGO EUROPEO,LEI,NOMBRE,DIRECCIÓN,TIPO DE SEGURO,ENTIDAD MATRIZ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEALIMH,529900O8RCS3FP7MMD55,"Harsewinkeler Versicherung VaG","Hauptstraße 28, 33428, Harsewinkel",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEALILS,,"HCC International Insurance Company PLC Deutsche Niederlassung","Ottostraße 10, 80333, München",no-vida,GB0ECBM05112                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEA4QHA,529900BX7MDBNZEVQ974,"HDI Global Network AG","51036, HDI-Platz 1, 30659, Hannover",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
DEA0E8F,529900HLKNZ5YWV20989,"HDI Global SE","51 03, HDI-Platz 1, 30659, Hannover",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEA4NNK,5299004VW9WNRHTLF050,"HDI Global Specialty SE","HDI-Platz 1, 30659, Hannover",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEA429P,529900F2F9VZ5FRROH89,"HDI Haftpflichtverband der Deutschen Industrie Versicherungsverein auf Gegenseitigkeit","51 03, HDI-Platz 1, 30659, Hannover",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
DEA3FJU,5299004Y9OOH1UB9EH77,"HDI Lebensversicherung AG","Charles-de-Gaulle-Platz 1, 50679, Köln",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEA4QXT,52990022107L9199GO56,"HDI Versicherung AG","51 03, HDI-Platz 1, 30659, Hannover",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEA4HL6,5299009DQXHSBZFOUL73,"HDI Vorsorge Lebensversicherung AG","ProACTIV-Platz 1, 40721, Hilden",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEALILN,,"HDI-Gerling Verzekeringen N.V. Niederlassung für Deutschland","Im Mediapark 5, 50670, Köln",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEA4DPP,529900X7W93DV2OJMG60,"Heidelberger Lebensversicherung AG","Dornhofstraße 36, 63263, Neu-Isenburg",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEAMI63,,"Hellbach GmbH & Co. Beteiligungs- und Vermogensverwaltungs KG","Platz Der Volkerfreundschaft, 02625, Bautzen",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA4TD8,5299009FJSDXWDU8TP58,"HELVETIA schweizerische Lebensversicherungs-Aktiengesellschaft","10 10, Weißadlergasse 2, 60311, Frankfurt am Main",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEALIM6,,"Helvetia Schweizerische Versicherungsgesellschaft AG Direktion für Deutschland","10 10, Berliner Straße 56-58, 60311, Frankfurt am Main",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEA4LAO,529900C8O9AQJN1UWQ80,"Helvetia Versicherungs-Aktiengesellschaft","20 02, Berliner Straße 56-58, 60311, Frankfurt am Main",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEALI3V,391200RQSJJJCJOKOS23,"Hilfskasse BVG","Holzmarktstraße 15-17, 10179, Berlin",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEALI4A,529900YLDYHUUNHP5O91,"Hinterbliebenenkasse der Heilberufe HDH Versicherungsverein a.G. in München","Arcisstraße 50, 80799, München",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEALIL4,,"Hiscox Insurance Company Limited, Niederlassung für die Bundesrepublik Deutschland","Arnulfstraße 31, 80636, München",no-vida,GB0ECBM04560                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
DEA4NWL,529900RWQFA9OE7R7S35,"Hochrhein Internationale Rückversicherung Aktiengesellschaft","Stemmerstraße 14, 78266, Büsingen am Hochrhein",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEALI3U,391200DNAWFZ3D1MIB56,"Höchster Sterbekasse VVaG","Brüningstraße 50, 65929, Frankfurt am Main",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEAPWS8,391200QVSBBARY4A4564,"Horster Brandgilde VVaG","An der Bundesstraße 21, 25358, Horst",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
DEAC3J8,391200RD1DA0QVE8SG90,"Hübener Versicherungs-Aktiengesellschaft","Hermannstraße 15, 20095, Hamburg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEA4PZK,5299006UOB04XGVYLC23,"HUK-COBURG Haftpflicht-Unterstützungs-Kasse kraftfahrender Beamter Deutschlands a.G. in Coburg","Postf, HUK-COBURG-Platz 1, 96450, Coburg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEA4MTE,529900M4BAPIMSFMLZ87,"HUK-COBURG-Allgemeine Versicherung AG","18 02, Bahnhofsplatz, 96450, Coburg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEA4KQE,529900YF84RJTUT1J066,"HUK-COBURG-Holding AG","Bahnhofsplatz, 96450, Coburg",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEA4NRM,529900024LQFO29Q3P04,"HUK-COBURG-Krankenversicherung AG","18 02, Bahnhofsplatz, 96450, Coburg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEA4NUU,529900CJIZGMQC75EY75,"HUK-COBURG-Lebensversicherung AG","18 02, Bahnhofsplatz, 96450, Coburg",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEA4JVN,529900E03BV70LZUXG74,"HUK-COBURG-Rechtsschutzversicherung AG","18 02, Willi-Hussong-Straße 2, 96450, Coburg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEA4RH0,5299000B8ZS2FG8DAQ18,"HUK24 AG","Willi-Hussong-Straße 2, 96450, Coburg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEA09XQ,391200U1YRJKHGN16283,"IDEAL Lebensversicherung a.G.","11 01, Kochstraße 26, 10969, Berlin",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEA4RWU,391200P9AKL5S3QC2020,"IDEAL Sterbekasse Lebensversicherung AG","Kochstraße 26, 10969, Berlin",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEA4M9A,391200FTECB193POGJ72,"IDEAL Versicherung AG","11 01, Kochstraße 26, 10969, Berlin",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEALIL8,,"If Schadenversicherung AG Direktion für Deutschland","Siemensstraße 9, 63263, Neu-Isenburg",no-vida,SE5164018102                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEAMI69,,"IMG Immobilienbesitz Gmbh","Georg-Schumann-Strasse, 04159, Leipzig",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEALIN3,529900P68MPK4CZXZ323,"Incura AG","Binger Straße 173, 55218, Ingelheim am Rhein",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEA4KFK,5299001ALWM6I1SS5A84,"INTER Allgemeine Versicherung AG","10 16, Erzbergerstraße 9-15, 68165, Mannheim",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEA4QDQ,5299000IB8EF0KRX8179,"INTER Krankenversicherung AG","Erzbergerstraße 9-15, 68165, Mannheim",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA4R6V,5299004Q6B6J1RWLZG45,"INTER Lebensversicherung AG","Erzbergerstraße 9-15, 68165, Mannheim",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEALIMT,,"Inter Partner Assistance S.A. Direktion für Deutschland","Colonia-Allee 10-20, 51067, Köln",no-vida,BE0415591055                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEA4OO8,529900TYTLWBNAE7CV88,"INTER Versicherungsverein aG","Erzbergerstraße 9-15, 68165, Mannheim",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA4NYS,391200GWEMT1F0BUHB43,"Interlloyd Versicherungs-Aktiengesellschaft","ARAG Platz 1, 40472, Düsseldorf",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEA4NFA,391200H117VYXEFJBC60,"InterRisk Lebensversicherungs-AG Vienna Insurance Group.","25 72, Carl-Bosch-Straße 5, 65203, Wiesbaden",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA4IYZ,391200OHYAVZHRP0BA02,"InterRisk Versicherungs-AG Vienna Insurance Group.","2572, Carl-Bosch-Straße 5, 65203, Wiesbaden",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEALI3P,,"iptiQ Life S.A., Niederlassung Deutschland","Arabellastraße 30, 81925, München",vida,LURCSB0184281                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA4SO0,391200AWRFLLKXEB6X19,"ISSELHORSTER Versicherung V.a.G.","50 63, Haller Straße 90, 33334, Gütersloh",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
