CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,CÓDIGO DE SUPERVISOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ESV86811296,95980020140006018542,"CS RENDIMIENTO FUTURO, FONDO DE PENSIONES","DUNAS CAPITAL PENSIONES, S.G.F.P., S.A.U.","Plaza de las Cortes, 2, 4ª planta, 28014, Madrid",,"F1945"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ESV59356022,95980020140005139528,"D.E. COFFEE & TEA  SOUTHERN EUROPE PENSIONES, FONDO DE PENSIONES","SANTANDER PENSIONES S.A., E.G.F.P.","PASEO DE LA CASTELLANA 24, 28046, Madrid",,"F0226"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ESV62880976,959800B9BEKEW1LTKB22,"DB PREVISION 15, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F0905"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ESV63016281,95980020140005339154,"DB PREVISION 17, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F0997"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ESV63016257,95980020140005338960,"DB PREVISION 18, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F0985"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ESV61283925,95980020140005339251,"DB PREVISION 2, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, MADRID",,"F0467"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ESV61475356,95980020140005339639,"DB PREVISION 3, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, MADRID",,"F0529"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ESV62164173,95980020140005339445,"DB PREVISION 9, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F0698"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ESV95900320,9598001BXN517ZM8D678,"DB-ZURICH PREVISIÓN, EPSV INDIVIDUAL",,"Plaza Euskadi, 5, 10ª planta, 48009, Bilbao",,"284-B"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ESV82662917,95980020140005240505,"DELTA PENSIONES, FONDO DE PENSIONES","GESTION DE PREVISION Y PENSIONES, S.A., E.G.F.P.","Azul, 4.- Ciudad BBVA, 28050, Madrid",,"F0717"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ESV80563638,95980020140005359039,"DELTALIFE, FONDO DE PENSIONES","VIDA-CAIXA, SOCIEDAD ANÓNIMA DE SEGUROS Y REASEGUROS","PASEO DE LA CASTELLANA, 189, 28046, MADRID",,"F0365"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ESV82245010,95980020140005240408,"DEPOSITO DE MENDILLORRI, FONDO DE PENSIONES","GESTION DE PREVISION Y PENSIONES, S.A., E.G.F.P.","Azul, 4.- Ciudad BBVA, 28050, Madrid",,"F0637"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ESV59067041,95980020140005338863,"DEUTSCHE BANK PENSIONES, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F0152"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ESV65112609,95980020140005339057,"DEUTSCHE ZURICH PREVISION 22, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F1525"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ESV66129925,959800PGHEHQ1HY7U743,"DEUTSCHE ZURICH PREVISION 25 FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F1951"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ESV66591900,959800TFW8F63PUV6P19,"DEUTSCHE ZURICH PREVISION 26, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F2034"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ESV66815911,959800JDMA4PS9UU6281,"DEUTSCHE ZURICH PREVISION 27, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F2059"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ESV59411017,95980020140005148646,"DIAGONAL, FONDO DE PENSIONES","SANTANDER PENSIONES S.A., E.G.F.P.","PASEO DE LA CASTELLANA 24, 28046, Madrid",,"F0233"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ESV81885980,95980020140005240311,"DIPUTACION PROVINCIAL DE SEVILLA PENSIONES, FONDO DE PENSIONES","GESTION DE PREVISION Y PENSIONES, S.A., E.G.F.P.","Azul, 4.- Ciudad BBVA, 28050, Madrid",,"F0519"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ESV87275459,959800EMT19CFBKX8406,"DUNAS VALOR AUDAZ, FONDO DE PENSIONES","DUNAS CAPITAL PENSIONES, S.G.F.P., S.A.U.","Plaza de las Cortes, 2, 4ª planta, 28014, Madrid",,"F2052"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ESV79478665,95980020140005718230,"DUNAS VALOR EQUILIBRADO EMPLEO, FONDO DE PENSIONES","DUNAS CAPITAL PENSIONES, S.G.F.P., S.A.U.","Plaza de las Cortes, 2, 4ª planta, 28014, Madrid",,"F0211"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ESV87887766,959800ABUYMFMCN9X160,"DUNAS VALOR EQUILIBRADO, FONDO DE PENSIONES","DUNAS CAPITAL PENSIONES, S.G.F.P., S.A.U.","Plaza de las Cortes, 2, 4ª planta, 28014, Madrid",,"F2100"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ESV79436234,95980020140005457397,"DUNAS VALOR FLEXIBLE EMPLEO, FONDO DE PENSIONES","DUNAS CAPITAL PENSIONES, S.G.F.P., S.A.U.","Camino de la Fuente de la Mora, 5,, 28050, Madrid",,"F0205"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ESV86707684,95980020140005718424,"DUNAS VALOR FLEXIBLE, FONDO DE PENSIONES","DUNAS CAPITAL PENSIONES, S.G.F.P., S.A.U.","Plaza de las Cortes, 2, 4ª planta, 28014, Madrid",,"F1906"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ESV23859424,9598003PVM5CM1PAWP35,"DUNAS VALOR PRUDENTE, FONDO DE PENSIONES",,"PLAZA DE LAS CORTES, 2, 4ª PLANTA, 28014, MADRID",,"F2293"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ESV62256656,95980020140005339348,"DZ MODERADO, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F0718"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ESV62256672,959800U5N0VH99RFTN56,"DZ MONETARIO, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F0719"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ESV61621348,95980020140005339736,"DZ RENTA VARIABLE GLOBAL, FONDO DE PENSIONES","DEUTSCHE ZURICH PENSIONES, E.G.F.P.","PASEO DE LA CASTELLANA, 81, PLANTA 22, 28046, Madrid",,"F0544"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ESV20225827,959800PZSEDH3HRXJF98,"E.P.S.V. GERTAKIZUN",,"Paseo de la Concha, nº 11, 20007, Donostia / San Sebastián",,"138-G"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ESV82425471,95980020140005368545,"ECONOMISTAS CRECIMIENTO, FONDO DE PENSIONES","VIDA-CAIXA, SOCIEDAD ANÓNIMA DE SEGUROS Y REASEGUROS","PASEO DE LA CASTELLANA, 189, 28046, MADRID",,"F0660"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ESV82425497,95980020140005368448,"ECONOMISTAS FUTURO, FONDO DE PENSIONES","VIDA-CAIXA, SOCIEDAD ANÓNIMA DE SEGUROS Y REASEGUROS","PASEO DE LA CASTELLANA, 189, 28046, MADRID",,"F0673"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ESV81159907,95980020140005241281,"EDP ESPAÑA PENSION, FONDO DE PENSIONES","GESTION DE PREVISION Y PENSIONES, S.A., E.G.F.P.","Azul, 4.- Ciudad BBVA, 28050, Madrid",,"F0398"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ESV01034743,549300QZU89157F8HT30,"ELKARKIDETZA EPSV DE EMPLEO PREFERENTE",,"Ramón y Cajal nº 7 y 9, 01007, Vitoria-Gasteiz",,"53-A"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ESV83194118,95980020140005240214,"EMPLEADOS DE AENA, FONDO DE PENSIONES","GESTION DE PREVISION Y PENSIONES, S.A., E.G.F.P.","Azul, 4.- Ciudad BBVA, 28050, Madrid",,"F0879"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ESV16150229,959800BJH8JX1ZC94M46,"EMPLEADOS DE CAJA DE AHORROS DE CASTILLA LA MANCHA, SISTEMA EMPLEO, FONDO DE PENSIONES","UNICORP VIDA, COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.","CL CARRETERIA, 5, 16002, CUENCA",,"F0384"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ESV14573729,959800H1SKE6WN1LAJ02,"EMPLEADOS DE CAJASUR, FONDO DE PENSIONES","KUTXABANK PENSIONES,SOCIEDAD ANONIMA,ENTIDAD GESTORA DE FONDOS DE PENSIONES","PLAZA DE EUSKADI, 5 PLANTA 28, 48009, Bilbao",,"F0761"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ESV79993416,959800UG06E7SEJWKK65,"EMPLEADOS DE COLONYA CAIXA D'ESTALVIS DE POLLENÇA, FONDO DE PENSIONES","CASER PENSIONES, ENTIDAD GESTORA DE FONDOS DE PENSIONES S.A.","AV DE BURGOS, 109, 28050, MADRID",,"F0318"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ESV82581331,95980020140005143311,"EMPLEADOS DE FERROCARRILS DE LA GENERALITAT VALENCIANA, FONDO DE PENSIONES","SANTANDER PENSIONES S.A., E.G.F.P.","PASEO DE LA CASTELLANA 24, 28046, Madrid",,"F0704"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ESV16781486,959800564YDHYQKVUB30,"EMPLEADOS DE IBERDROLA 1, FONDO DE PENSIONES","BBVA PENSIONES S.A., E.G.F.P.","AZUL, 4- CIUDAD BBVA, 28050, MADRID",,"F2192"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ESV81878969,95980020140005357778,"EMPLEADOS DE IBERDROLA 2, FONDO DE PENSIONES","BBVA PENSIONES S.A., E.G.F.P.","Azul, 4- Ciudad BBVA, 28050, Madrid",,"F0536"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ESV16781734,959800MTFULHQ3NXLM40,"EMPLEADOS DE IBERDROLA 3, FONDO DE PENSIONES","BBVA PENSIONES S.A., E.G.F.P.","AZUL, 4- CIUDAD BBVA, 28050, MADRID",,"F2193"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ESV81037764,95980020140005632288,"EMPLEADOS DE LA ADMINISTRACION DEL PRINCIPADO DE ASTURIAS, FONDO DE PENSIONES","CASER PENSIONES, ENTIDAD GESTORA DE FONDOS DE PENSIONES S.A.","AV BURGOS, 109, 28050, Madrid",,"F0390"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ESV33262874,95980020140005457494,"EMPLEADOS DE LA CAJA DE AHORROS DE ASTURIAS, FPCAJASTUR, FONDO DE PENSIONES","UNICAJA PENSIONES SGFP SAU","Camino de la Fuente de la Mora, 5,, 28050, Madrid",,"F0253"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ESV38263497,95980020140005651979,"EMPLEADOS DE LA CAJA GENERAL DE AHORROS DE CANARIAS, FONDO DE PENSIONES","CASER PENSIONES, ENTIDAD GESTORA DE FONDOS DE PENSIONES S.A.","AV BURGOS, 109, 28050, Madrid",,"F0277"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ESV83085340,95980020140005240117,"EMPLEADOS DE MAHOU, FONDO DE PENSIONES","GESTION DE PREVISION Y PENSIONES, S.A., E.G.F.P.","Azul, 4.- Ciudad BBVA, 28050, Madrid",,"F0836"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
