CÓDIGO EUROPEO,LEI,NOMBRE,DIRECCIÓN,TIPO DE SEGURO,ENTIDAD MATRIZ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
PT500884781,,"CAIXA AUXILIAR DOS ESTIVADORES DO PORTO DE LISBOA E CENTRO DE PORTUGAL (ASSOCIACAO DE SOCORROS MUTUOS)","Rua do Alecrim,25,1º, 1200-, LISBOA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
PT506146197,,"CAIXA DE PREVIDÊNCIA DO MINISTÉRIO DA EDUCAÇÃO","Praça D. Pedro iV, 45 -3º, 1149-, Lisboa",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
PT980000599,,"CAIXA DE PREVIDENCIA DO PESSOAL DO CAMINHO DE FERRO DE BENGUELA","Rua Ataíde 7-B, 1249-, LISBOA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
PT503640549,635400TDFKL4ZSPVXC31,"CARAVELA - COMPANHIA DE SEGUROS, S.A.","Avenida Casal Ribeiro, nº 14, 1000-, Lisboa",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
PT980147913,,"CARDIF ASSURANCE VIE - SUCURSAL EM PORTUGAL","Torre Ocidente, Rua Galileu Galilei, n.º 2 – 10º piso, 1500-, LISBOA",vida,FR732028154                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
PT980148243,,"CARDIF ASSURANCES RISQUES DIVERS","Torre Ocidente, Rua Galileu Galilei, n.º 2 – 10.º piso, 1500-, LISBOA",no-vida,FR308896547                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
PT501644563,,"CASA DO PESSOAL DA CAIXA DE PREVIDENCIA DO PESSOAL DA MARINHA MERCANTE NACIONAL","Av. Afonso Costa,16, 1900-, LISBOA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
PT501607129,,"CASA DO PESSOAL DA CAIXA SINDICAL DE PREVIDENCIA DO PESSOAL DA INDUSTRIA DE CONSERVAS DE PEIXE","Rua Rosa Araújo 43, 1250-, LISBOA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
PT980350964,,"Chubb European Group SE - Sucursal em Portugal","Av. da Liberdade, 249 - 3º, 1250-, LISBOA",no-vida,FR450327374                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
PT980422361,,"CHUBB LIFE EUROPE SE - SUCURSAL EM PORTUGAL","Av. da Liberdade, 249 - 3º, 1250-, LISBOA",compuestos,FR497825539                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
PT500969442,,"COFRE DE PREVIDÊNCIA DOS FUNCIONÁRIOS E AGENTES DO ESTADO","Rua do Arsenal, Letra F, 1100-, Lisboa",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
PT980204208,,"COMPAGNIE FRAN?AISE D'ASSURANCES POUR LE COMMERCE EXTERIEUR, SUCURSAL EM PORTUGAL","Avenida José Malhoa, nº 16 B, 7º piso, Edifício Europa, 1070-, LISBOA",no-vida,FR552069791                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
PT500069514,529900LP62SEK9MXDB79,"COMPANHIA DE SEGUROS ALLIANZ PORTUGAL, S.A.","R ANDRADE CORVO 32, 1069-, LISBOA",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
PT980265843,,"COMPANIA ESPANOLA DE SEGUROS DE CREDITO A LA EXPORTATION, S.A. COMPANIA DE SEGUROS Y REASEGUROS (CESCE)","Av. Duque D'Ávila, 46 - 1º A, 1050-, LISBOA",no-vida,ESA28264034                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
PT980060990,,"CONSOLIDATED LIFE ASSURANCE COMPANY LIMITED","AV MIGUEL BOMBARDA 36-12A-EDF PRESIDENTE, 1000-, LISBOA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
PT503384089,213800Q5LKKBCMP6M605,"CREDITO AGRICOLA SEGUROS - COMPANHIA DE SEGUROS DE RAMOS REAIS, S.A.","Rua de Campolide, nº 372 - 3º Dto. (Edifício Bloom), 1070-, LISBOA",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
PT504405489,2138001N7EHU4AA68408,"CREDITO AGRICOLA VIDA - COMPANHIA DE SEGUROS, S.A.","Rua Castilho, 233 - 7º, 1099-, LISBOA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
PT980120985,984500B5BQ4A91FC8A56,"ESPANA, S.A. - COMPANIA NACIONAL DE SEGUROS","R GARRETT 47, 1200-, LISBOA",vida,ESA28008647                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
PT980667976,,"EUROP ASSISTANCE S.A. - SUCURSAL EM PORTUGAL","Avenida Columbano Bordalo Pinheiro, 75 - 10º, 1070-, Lisboa",no-vida,FR451366405                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
PT500918880,529900FNLE8ZOPUOT704,"FIDELIDADE - COMPANHIA DE SEGUROS, S.A.","Largo do Calhariz, nº 30, 1200-, LISBOA",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
PT503411515,959800J9FJW7L435TD92,"FIDELIDADE ASSISTENCIA - COMPANHIA DE SEGUROS, S.A.","Rua Alexandre Herculano, nº 53, 1250-, Lisboa",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
PT500926980,9598005TTT45GTVTB854,"FIDELIDADE RE - COMPANHIA DE RESSEGUROS, S.A.","Largo do Calhariz, nº 30, 1200-, Lisboa",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
PT503024856,ZPY6PFFBB5FO7I8ZJF15,"GAMALIFE - COMPANHIA DE SEGUROS DE VIDA, S.A.","Av. Columbano Bordalo Pinheiro, nº75, 11º, 1070-, LISBOA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
PT500940231,549300CGCHTYQ1Z4V333,"GENERALI SEGUROS, S.A.","Avenida da Liberdade, 242, 1250-, LISBOA",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
PT980595185,,"HISCOX SA - SUCURSAL EM PORTUGAL","Atrium Saldanha, Praça Duque de Saldanha, nº 1, 5º, 1050-, LISBOA",no-vida,LURCSB0217018                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
PT980055563,,"INTER PARTNER ASSISTANCE, S.A.","Largo Jean Monnet, 1 - 2º, 1269-, LISBOA",no-vida,BE0415591055                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
PT501689168,549300MEBQE4N0MDA750,"LUSITÂNIA - COMPANHIA DE SEGUROS S.A.","Avenida 5 de Outubro, nº 206, 1050-, LISBOA",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
PT501845208,5493007FTHZ35PJY7E77,"LUSITANIA VIDA, COMPANHIA DE SEGUROS, S.A.","Avenida 5 de Outubro, nº 206, 1050-, LISBOA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
PT980073243,,"MAPFRE ASISTENCIA, COMPANIA INTERNACIONAL DE SEGUROS Y REASEGUROS, S.A.","Av. José Malhoa, 16, pisos 3º A e 7º A, 1070-, Lisboa",no-vida,ESA79194148                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
PT507592034,213800DS888O1NMGEJ90,"MAPFRE SANTANDER PORTUGAL - COMPANHIA DE SEGUROS, S.A.","Avenida José Malhoa, 13, 8º, 1070-, LISBOA",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
PT509056253,959800ZBX0C63KKSXC34,"MAPFRE SEGUROS DE VIDA, S.A.","Avenida José Malhoa, nº 13, 8º Lisboa, 1070-, Lisboa",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
PT502245816,959800BDJT8AG0NNE622,"MAPFRE SEGUROS GERAIS S.A.","AVENIDA JOSÉ MALHOA, Nº 13, 8º, 1070-, LISBOA",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
PT501210091,,"MEALHEIRO POSTAL - ASSOCIAÇÃO MUTUALISTA","Rua Formosa, 156, 1º, 4000-, PORTO",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
PT503496944,549300HG4G2Y1VV1MW24,"MEDIS - COMPANHIA PORTUGUESA DE SEGUROS DE SAUDE, S.A.","Avenida Dr. Mário Soares (Tagus Park), Edifício 10, piso 1, 2744-, Porto Salvo",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
PT980479436,,"METLIFE EUROPE D.A.C. - SUCURSAL EM PORTUGAL","Avenida da Liberdade, 36-4º, 1269-, LISBOA",compuestos,IEC42062                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
PT980479428,,"METLIFE EUROPE INSURANCE D.A.C. - SUCURSAL EM PORTUGAL","Avenida da Liberdade, 36 - 4º, 1269-, LISBOA",no-vida,IEC89732                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
PT517503131,894500XSZWKXTZ2QOB81,"MGEN PORTUGAL - COMPANHIA DE SEGUROS, S.A.","Rua Duque de Palmela, nº11, Piso 1, 1250-, Lisboa",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
PT501733809,549300D2SW648HWGN573,"MONAF-MONTEPIO NACIONAL DA FARMACIA, ASSOCIACAO DE SOCORROS MUTUOS","Rua Marechal Saldanha,1, 1249-, LISBOA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
PT500734356,,"MONTEPIO COMERCIAL E INDUSTRIAL - ASSOCIACAO DE SOCORROS MUTUOS","Rua Augusta nº 220, 2º Dto, 1100-, LISBOA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
PT500766681,213800SK4KN8HTCNPB38,"MONTEPIO GERAL-ASSOCIACAO MUTUALISTA","R AUREA 219/241, 1100-, LISBOA",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
PT518190102,984500C7765D6E9AAA43,"MPS - MÚTUA PORTUGUESA DE SAÚDE - MÚTUA DE SEGUROS, COOPERATIVA DE RESPONSABILIDADE LIMITADA","Edifício Amoreiras Square - Rua Joshua Benoliel, 1, 5º D, 1250-, Lisboa",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
PT503718092,549300HM15U8TGYXFP61,"MUDUM - COMPANHIA DE SEGUROS, S.A.","Avenida Miguel Bombarda, nº 4, 9º andar, 1050-, LISBOA",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
PT507516362,95980038LJ194K38XP93,"MULTICARE - SEGUROS DE SAUDE, S.A.","Rua Alexandre Herculano, 53, 1269-, LISBOA",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
PT500726477,635400F22HJ6MH2CQB60,"MUTUA DOS PESCADORES, MUTUA DE SEGUROS, C.R.L.","Avenida Santos Dumont, nº 57, 6º,7º,8º, 1050-, LISBOA",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
PT500746079,,"MUTUALIDADE POPULAR ASSOCIACAO MUTUALISTA","Largo Terreiro Bispo 1, 1º, 8000-, FARO",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
PT500844798,,"O LEGADO DO OPERARIO DE EVORA ASSOCIACAO MUTUALISTA","Rua João Deus 25/7, 7000-, ÉVORA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
PT501836926,5493003NN4LXUF8JA244,"OCIDENTAL - COMPANHIA PORTUGUESA DE SEGUROS DE VIDA, S.A.","Avenida Doutor Mário Soares (Tagus Park), Edifício 10, piso, 2744-, PORTO SALVO",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
PT515580996,5493002144610QPZ5113,"PLANICARE-COMPANHIA DE SEGUROS, S.A.","Rua Fernão de Magalhães, nº 2, fração C, 4400-, Vila Nova de Gaia",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
PT500745617,,"PREVIDENCIA FAMILIAR DO PORTO (ASSOCIAÇÃO DE SOCORROS MUTUOS)","RUA COELHO NETO, Nº 75, 4000-, PORTO",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
PT980132657,,"PREVOIR - VIE GROUPE PREVOIR S.A - (SUCURSAL)","Rua Júlio Dinis, 826 - 2º, 4050-, PORTO",vida,FR343286183                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
PT501376364,,"QUALACOOP-MUTUA DE SEGURO PECUARIO DE POMBALINHO E DEGRACIAS CRI","Quatro Lagoas, Uniao de Freguesias Degracias Pombalinho, 3130-, COIMBRA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
PT502245140,213800EHAAXIN35KSA13,"REAL VIDA SEGUROS, S.A.","AVENIDA DE FRANÇA, Nº 316 - 2º, 4050-, Porto",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
PT513259120,635400UJIWIW2C7KJW53,"RNA SEGUROS DE ASSISTENCIA, S.A.","Av. Engenheiro Duarte Pacheco, Amoreiras, Torre 1, Piso 12, Sala 1, 1070-, LISBOA",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
PT980856698,,"SANITAS S.A. DE SEGUROS - SUCURSAL EM PORTUGAL","Praça Marquês de Pombal, nº 14, 1250-, Lisboa",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
PT505297213,54930006K2IUPA083C07,"SANTANDER TOTTA SEGUROS - COMPANHIA DE SEGUROS DE VIDA, S.A.","Rua da Mesquita, nº 6 - Torre A, 2º, 1070-, LISBOA",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
