CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
BE0876256230,549300FMJHWCR9A0UH18,"FONDS DE PENSION DC BANQUE DEGROOF PETERCAM",,"Nijverheidsstraat, 44, 1040, Bruxelles",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
BE0449806915,,"Fonds de Pension de la Clinique L. Caty",,"Rue Louis Caty(B), 136, 7331, Saint-Ghislain",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
BE0443623065,894500FPJG73RWJPTI89,"Fonds de Pension Dow Silicones Belgium OFP",,"Rue Jules Bordet, S:N, 7180, Seneffe",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
BE0416646078,8945005PJQIPD8FPFZ84,"Fonds de Pension du Groupe Bruxelles-Lambert",,"Marnixlaan, 24, 1000, Bruxelles",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0417932121,549300BVRHT1ZC3SQV03,"Fonds de Pension Groupacier - Pensioenfonds Groep - Staal",,"Kortenberglaan, 172, 1000, Bruxelles",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
BE0863322071,,"FONDS DE PENSION GSK BIOLOGICALS AAM",,"Rue de l'Institut, 89, 1330, Rixensart",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0447393001,549300D5AF73YR2EW052,"Fonds de Pension INBEV, employés et ouvriers A.S.B.L.",,"Industrielaan, 21, 1070, Anderlecht",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BE0414828418,5493001IOX5T2PZOFQ85,"Fonds de Pension Limbourg Chimie - Pensioenfonds Limburg Chemie",,"Troonstraat, 1050, Elsene",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BE0443656719,549300IND4PVHODG3X06,"Fonds de pension Mars Belgium",,"Kleine Kloosterstraat, 8, 1932, Zaventem",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0420353161,875500PEM4AG4EAKCA68,"Fonds de Pension Merbel Pensioenfonds OFP",,"Vorstlaan, 25, 1170, Watermaal-Bosvoorde",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
BE0892343382,5493007WYI56OM4FZW51,"FONDS DE PENSION METAL OFP",,"7, Ravensteingalerij, 4, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
BE0470793854,,"FONDS DE PENSION SUPPLETIF DEGROOF",,"Rue de l'Industrie, 46, 1040, Bruxelles",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0645510155,9676000UAORSEHK8YI59,"fonds de pension ULB",,"cp155, Franklin Rooseveltlaan, 50, 1050, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
BE0445103405,254900M9IF7ZOH98WE12,"FONDS DE PENSIONS L'OREAL - PENSIOENFONDS",,"Keizer Karellaan, 584, 1082, Berchem-Sainte-Agathe",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0430206876,549300BNY7UISOFVXO69,"FONDS DE PENSIONS SOLVAY BELGIQUE",,"Ransbeekstraat, 310, 1120, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
BE0409364744,,"Fonds de Prevoyance Caterpillar",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BE0409607640,967600N4Y744Y7CDBV46,"FONDS DE PREVOYANCE CBR - VOORZORGSFONDS CBR",,"Boulevard de France, 3-5, 1420, Braine-l'Alleud",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0421375621,254900CAA973CY9TF404,"FONDS DE PRÉVOYANCE DE L'ORÉAL BELGIQUE",,"Avenue Charles-Quint, 584, 1082, Sint-Agatha-Berchem",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0409608729,5493000709XZ0QVTII97,"FONDS DE PREVOYANCE UCB - VOORZORGSFONDS UCB",,"Chemin du Foriest, SN, 1420, Braine-l'Alleud",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BE0446069346,549300H1KNDG1UP4X980,"General Motors Pensioenfonds OFP",,"de Lignestraat, 13, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
BE0866481697,699400RYBZWZ9FAIZT94,"GREEN TIME OFP",,"Gribelle, 2, 5575, Gedinne",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BE0417956271,549300BDCCDTXUY93208,"HENKEL PENSION FUND BELGIUM",,"Da Vincilaan, 5, 1930, Zaventem",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
BE0421776982,894500NADLC32QNKP973,"Honeywell",,"Hermeslaan, 1H, 1831, Machelen (Brab.)",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
BE0444913165,549300404M2XL77ERB06,"Honeywell Retirement Fund (Belgium)",,"h, Hermeslaan, 1, 1831, Machelen (Brab.)",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0871015557,254900LFB7CHQEZC3375,"HUNTSMAN PENSION FUND",,"Grijpenlaan, 18, 3300, Tienen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
BE0823752704,549300557PQPU36WSC55,"HYDRALIS",,"Boulevard de l'Impératrice, 17-19, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BE0451188768,967600VU8403YAXD4I14,"IBP DE LIJN",,"Motstraat, 20, 2800, Mechelen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BE0422083127,9676004DVT1YG2PGW524,"IBP RAVAGO",,"Moerenstraat, 85A, 2370, Arendonk",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0446426563,967600YXQ4YW20GB3770,"IBP Volvo Belgium",,"Smalleheerweg, 31, 9041, Gent",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
BE0835058944,,"Ineos Styrolution Belgium",,"Scheldelaan, 600, 2040, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0479375186,,"INOVYN",,"Scheldelaan, 600, 2040, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
BE0429169075,529900DM8Q4GM0LM6K09,"INSTELLING VOOR BEDRIJFSPENSIOEN VOORZIENING BRABO",,"Noorderlaan, 21, 2030, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
BE0460376846,,"INSTELLING VOOR BEDRIJFSPENSIOENVOORZIENING ALKEN-MAES",,"2, Blarenberglaan, 3, 2800, Mechelen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0411936630,,"Instelling voor bedrijfspensioenvoorziening Beobank",,"Koning Albert II-laan, 2, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0845191880,,"INSTELLING VOOR BEDRIJFSPENSIOENVOORZIENING CITIBANK PLC BELGIUM PENSION PLAN",,"Rue des Colonies, 56, 1000, Bruxelles",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
BE0474152727,549300B8KWXWMVBPPE74,"Instelling voor Bedrijfspensioenvoorziening Coca-cola Europacific Partners Belgium/Coca-cola Europac",,"Bergense Steenweg, 1424, 1070, Anderlecht",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
BE0444130435,549300BN3OGHBCFALQ03,"Instelling voor bedrijfspensioenvoorziening Dow België",,"Grotesteenweg, 214, 2600, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
BE0408597355,254900L5PCL9UWE0V276,"INSTELLING VOOR BEDRIJFSPENSIOENVOORZIENING HUISVESTING-ANTWERPEN",,"Jan Denucéstraat, 23, 2020, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0419021687,,"instelling voor bedrijfspensioenvoorziening IBECOR",,"Chaussée de La Hulpe, 177, 1170, Watermael-Boitsfort",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
BE0475780446,967600F9QT66E061Y747,"Instelling voor Bedrijfspensioenvoorziening Roba België",,"Biezenstraat, 26, 3300, Tienen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0469517810,254900K5YCAG38ADG852,"Instelling voor bedrijfspensioenvoorziening Telenet",,"Liersesteenweg, 4, 2800, Mechelen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
BE0411073231,549300HVDIS6GAAINE12,"INSTELLING VOOR BEDRIJFSPENSIOENVOORZIENING VAN DE FORD ONDERNEMINGEN IN BELGIË - OFP",,"Oude Diestersebaan, 135, 3920, Lommel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
BE0413845154,529900CR8506SNYHA460,"Instelling voor Bedrijfspensioenvoorziening van Delta Lloyd Life OFP",,"Fonsnylaan, 38, 1060, Sint-Gillis (bij-Brussel)",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
BE0480592339,894500MGYO4W7TOTPY49,"Instelling voor bedrijfspensioenvoorziening voor de Handel in Brandstoffen",,"Léon Lepagestraat, 4, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
BE0414746858,,"INSTELLING VOOR BEDRIJFSPENSIOENVOORZIENING VOPAK BELGIE",,"Scheldelaan, 410, 2040, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
