CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416014,,"CBI00416014",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416016,,"CBI00416016",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416019,,"CBI00416019",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416026,,"CBI00416026",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416028,,"CBI00416028",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416031,,"CBI00416031",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416038,,"CBI00416038",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416045,,"CBI00416045",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416053,,"CBI00416053",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416062,,"CBI00416062",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416063,,"CBI00416063",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416067,,"CBI00416067",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416079,,"CBI00416079",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416082,,"CBI00416082",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416085,,"CBI00416085",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416088,,"CBI00416088",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416093,,"CBI00416093",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416094,,"CBI00416094",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416107,,"CBI00416107",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416109,,"CBI00416109",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416118,,"CBI00416118",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416123,,"CBI00416123",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416125,,"CBI00416125",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416136,,"CBI00416136",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416140,,"CBI00416140",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416147,,"CBI00416147",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416150,,"CBI00416150",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416151,,"CBI00416151",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416161,,"CBI00416161",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416162,,"CBI00416162",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416163,,"CBI00416163",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416164,,"CBI00416164",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416169,,"CBI00416169",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416175,,"CBI00416175",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416179,,"CBI00416179",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416182,,"CBI00416182",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416183,,"CBI00416183",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416188,,"CBI00416188",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416192,,"CBI00416192",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416197,,"CBI00416197",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416205,,"CBI00416205",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416207,,"CBI00416207",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416209,,"CBI00416209",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416210,,"CBI00416210",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IECBI00416213,,"CBI00416213",,"",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
