CÓDIGO EUROPEO,LEI,NOMBRE,DIRECCIÓN,TIPO DE SEGURO,ENTIDAD MATRIZ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
GRI007,213800FTX6WHGML62N33,"EUROLIFE ERB GENERAL INSURANCE S.A.","209 Sygrou Ave., 17121, Athens",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
GRI008,2138002G1TRYH4UT1688,"EUROLIFE ERB LIFE INSURANCE S.A.","209 Sygrou Ave., 10564, Athens",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
GRI091,,"Europ Assistance SA","",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
GRI052,213800P37E9F5FNDEE97,"Europa Insurance Company S.A.","FILELLINON 25, 10557, Athens",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
GR094437664,,"EYROPAIKI PRONOIA AEGA (TELOYSA YPO EKKA THARISI)","LEOF DIMOKRATIAS 8, 15127, MELISSIA",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
GRI100,,"General Insurance Company of Cyprus Limited","L. ALEXANDRAS 192, 11521, Athens",no-vida,CYC6188                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
GRI010,213800L221F1RLQ8OF36,"GENERALI HELLAS INSURANCE COMPANY S.A.","35-37 Ilia Iliou Str., 11745, Athens",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
GRI127,213800715F7GCMXLQB06,"GENPAN INSURANCE S.A.","VOYLIS 7, 10562, Athens",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
GRI119,2138008SMQ2U4FS1MO10,"Grawe Insurance Company (Cyprus) Ltd","LEOFOROS MESOGEION 303, 19002, Athens",no-vida,CYC70923                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
GRI111,529900UUZF89MJR3NU05,"GROUPAMA PHOENIX HELLENIC INSURANCE COMPANY S.A.","213-215 Sygrou Ave., 17121, Athens",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
GRI132,,"HD INSURANCE PLC","SOROU 18, 15125, Maroussi",no-vida,CYC289025                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
GRI093,,"HDI GLOBAL SE, Hellas","OMIROY 11 & VISSARIONOS 1, 10672, Athens",no-vida,DEA0E8F                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
GRI147,213800MIZEDZFSI3J357,"HORIZON 1964 NON-LIFE INSURANCE COMPANY S.A.","LEOF. AMALIAS 26A, 10557, ATHENS",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
GRI069,213800JDDV5H1OMORO41,"HYDROGEIOS S.A.","254-258 Sygrou Ave., 17672, Athens",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
GRI059,2138005C31VSKC4ZEP91,"INTERAMERICAN ASSISTANCE INSURANCE COMPANY","350 Sygrou Ave., 11782, Athens",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
GRI056,213800SMTA431S515X40,"INTERAMERICAN HELLENIC INSURANCE S.A.","L. SYGGROY 124-126, 17680, Athens",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
GRI115,2138003BJBW9VXZQJA61,"INTERASCO SOCIETE ANONYME GENERAL INSURANCES AEGA","44 Vas. Georgiou Str. & Kalvou Str., 15233, Athens",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
GRI013,213800LR8NQK1YISMU92,"INTERLIFE GENERAL INSURANCE COMPANY S.A.","14th Km of National Road Thessaloniki-Polygyros, 57001, Thessaloniki",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
GRI103,213800S38B2ALBK6SG10,"INTERSALONICA LIFE INSURANCE COMPANY S.A.","15th Km Thessaloniki - Perea, 55102, Thessaloniki",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
GRI060,213800GMYVD3FBMU3Q67,"INTERSALONICA SA","15O CHLM. THES/NIKIS-PERAIAS 0, 11528, Thessaloniki",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
GR801787627,,"IOANNIS TSALPARAS KAI SIA YPIRESIES ASFALISTIKOY PRAKTORA ETERORRYTHMI ETAIREIA","FRIXOY 15, 54627, THESSALONIKI",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
GRI126,213800YLST53YNI65P78,"MEDITERRANIA CASUALTY INSURANCE COMPANY SA","131 Praxitelous Str., 18532, Piraeus",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
GRI049,213800P77GC2MMBBLI30,"MINETTA INSURANCE S.A.","LEOF. SYGGROY 193-195, 17121, Nea Smyrni",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
GRI021,21380015K5GPXUGHWP21,"NATIONALE NEDERLANDEN GREEK LIFE INSURANCE COMPANY S.A.","198 Sygrou Ave., 17671, Athens",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
GRI066,2138008TR2WM6RSSYX30,"NP INSURANCE - NEW POSEIDON GREEK INSURANCE COMPANY SA","Euripidou Str. & 17 Pylis Str., 18532, Piraeus",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
GRI108,2138002JBCP4FGDQUX45,"P.A.S.I.A.L. & E.A. Mutual Fund","PEIRAIOS 4, 10431, Athens",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
GRI109,2138002R8DXQMZQSCB15,"Panhellenic Mutual Insurance of Public Use Vehicles Owners","DRAGATSANIOY 6, 10559, Athens",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
GRI024,2138002Q24GTD2YYOY18,"PERSONAL INSURANCE COMPANY S.A.","5 Karystou Str., 11523, Athens",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
GRI130,,"ROYAL AND SUN ALLIANCE INSURANCE LTD","LEOF. KIFISIAS 32, 17674, Maroussi",no-vida,GB0ECBM05187                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
GRI144,,"Society of Lloyd's","VOYKOYRESTIOY 25A, 10671, Athens",compuestos,GB0ECBM04578                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
GRI068,213800EDJZTWGHBN7G95,"SYNETERISTIKI INSURANCE COMPANY SA","367 Sygrou Ave., 17564, Athens",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
GRI046,549300KEWDUFHSXE9Z74,"THE ETHNIKI HELLENIC GENERAL INSURANCE COMPANY SA","103-105 Sygrou Ave., 11745, Athens",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
GRI149,,"THE WEST OF ENGLAND SHIP OWNERS MUTUAL INSURANCE ASSOCIATION","AKTI MIAOULI 95 1ST FLOOR, 18538, PIRAEUS",no-vida,LURCSB0008963                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
GRI150,,"ZAVAROVALNICA TRIGLAV, D.D.","LEOF.KIFISIAS 280, 15232, HALANDRI",compuestos,SI5063345000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
