CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
PT720007461,549300VTS2Y27DEL9H06,"FP Aberto SGF Reforma Conservadora","GOLDEN - S.G.F. SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Rua Laura Alves, no 12 - 2º Dto, 1069-, LISBOA",Mixed,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
PT720015529,549300KKWL86H8RCCZ74,"FP Aberto SGF Reforma Garantida","GOLDEN - S.G.F. SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Rua Laura Alves, no 12 - 2º Dto, 1069-, LISBOA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
PT720014034,549300SHRW6RV6Y6BD53,"FP Aberto SGF Reforma Stoik","GOLDEN - S.G.F. SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Av. da Liberdade 190 - 6º B, 1250-, Lisboa",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
PT720013259,5493009OTNQEX67VIM63,"FP Aberto SGF Square Ações","GOLDEN - S.G.F. SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Rua Laura Alves, no 12 - 2º Dto, 1069-, LISBOA",Mixed,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
PT720015197,549300QBK4J5N1VVLU13,"FP Aberto SMART","AGEAS - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Praça Príncipe Perfeito, n.º 2, 1990-, Parque das Nações",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
PT720002729,549300WRNAYTPG2M8197,"FP Aberto Turismo - Pensões","AGEAS - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Praça Príncipe Perfeito, n.º 2, 1990-, Parque das Nações",Mixed,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
PT720002842,5493003NXT2UL5ZYFB84,"FP Aberto Vanguarda PPR","AGEAS - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Praça Príncipe Perfeito, n.º 2, 1990-, Parque das Nações",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
PT720009251,254900XLWY7XZKCD6998,"FP Aberto Victoria Multireforma","VICTORIA - SEGUROS DE VIDA, S.A.","Edificio Victoria - Avenida da Liberdade, 200, 1250-, LISBOA",Mixed,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
PT720002567,213800EY39X9VLVMLT79,"FP Aberto VIVA","FUTURO-SOCIEDADE GESTORA DE FUNDOS DE PENSÕES S.A.","Rua do Carmo, 42, 6º, 1200-, LISBOA",Mixed,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
PT720014433,549300WTUT50HJT4BT22,"FP Açoreana Seguros","GNB - Sociedade Gestora de Fundos de Pensões, S.A.","Rua Castilho, 26 - 4º andar, 1250-, LISBOA",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
PT720004411,5493000QRXFP1FFW7H89,"FP Ageas","AGEAS - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Praça Príncipe Perfeito, n.º 2, 1990-, Parque das Nações",Mixed,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
PT720005167,549300JD6LY7BKRE4X38,"FP ALGORA e Empresas Associadas","GOLDEN - S.G.F. SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Rua Laura Alves, no 12 - 2º Dto, 1069-, LISBOA",Mixed,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
PT720002443,529900C0OB98JA3V3C11,"FP Allianz Portugal","Allianz - Sociedade Gestora de Fundos de Pensões, S.A.","Rua Andrade Corvo, 19, 1069-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
PT720003970,549300L186FN0WU5OP06,"FP ANACOM","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
PT720005124,9845009671F76765D976,"FP Arlíquido","FUTURO-SOCIEDADE GESTORA DE FUNDOS DE PENSÕES S.A.","Rua do Carmo, 42, 6º, 1200-, LISBOA",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
PT720002958,549300AI8DKTFZOD0P44,"FP AstraZeneca Portugal","AGEAS - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Praça Príncipe Perfeito, n.º 2, 1990-, Parque das Nações",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
PT720002435,529900OY38OAV0QWJT33,"FP AZP II","Allianz - Sociedade Gestora de Fundos de Pensões, S.A.","Rua Andrade Corvo, 19, 1069-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
PT720013704,529900488NVX35VD7347,"FP AZP III","Allianz - Sociedade Gestora de Fundos de Pensões, S.A.","Rua Andrade Corvo, 19, 1069-, LISBOA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
PT720000149,2138006O2PWVXMDY1A14,"FP Banco BPI","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
PT720014158,549300KEAX107UZSJB71,"FP Banco Credibom","CGD PENSÕES - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES S.A.","Av. Joao XXI, no 63 - 2º Piso, 1000-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
PT720001196,5493000XNNVQIPBTZ551,"FP Banco Santander Totta","SANTANDER PENSÕES - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Rua da Mesquita, nº 6, Torre A/7C, 1070-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
PT720014506,213800J46PJI8X6B5Z81,"FP Bankinter","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
PT720001722,21380048PWTVO6ME7Z38,"FP Barclays Bank","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
PT720011132,5493001G3IY64RBYZ371,"FP BBVA Dinâmico PPR Ações","BBVA - FUNDOS-SOCIEDADE GESTORA DE FUNDOS DE PENSÕES S.A.","Av. da Liberdade, 222-6º, 1250-, LISBOA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
PT720006066,549300JU5CXW7NIDIE22,"FP BP Portugal","GNB - Sociedade Gestora de Fundos de Pensões, S.A.","Rua Castilho, 26 - 4º andar, 1250-, LISBOA",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
PT720009030,549300RMDQ77GXVBWF08,"FP BP Portugal II","GNB - Sociedade Gestora de Fundos de Pensões, S.A.","Rua Castilho, 26 - 4º andar, 1250-, LISBOA",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
PT720001463,213800IO2SIZ6LFAHL69,"FP BPI Vida - PPR","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
PT720002818,5493005WT5GY5BFP5H71,"FP Brisa","AGEAS - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Praça Príncipe Perfeito, n.º 2, 1990-, Parque das Nações",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
PT720006090,54930075F1GS4U7C7V20,"FP CELBI","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
PT720009049,213800HFY2DLZ4I2B653,"FP CEMAH","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
PT720001617,213800PACDOJ4WO4ZF47,"FP Central de Cervejas","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
PT720014581,549300K5SRMQXZTT2I66,"FP Cimentaçor","AGEAS - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Praça Príncipe Perfeito, n.º 2, 1990-, Parque das Nações",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
PT720001862,54930022RFEHDB6T0I58,"FP Cimpor","AGEAS - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Praça Príncipe Perfeito, n.º 2, 1990-, Parque das Nações",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
PT720005183,5493002G28GD2BI7HX64,"FP CIN","GOLDEN - S.G.F. SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Rua Laura Alves, no 12 - 2º Dto, 1069-, LISBOA",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
PT720005582,213800QC5S4TVEP9YP93,"FP Cinca","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
PT720002788,5493005K8S6QRWBYTF70,"FP CMVM","FUTURO-SOCIEDADE GESTORA DE FUNDOS DE PENSÕES S.A.","Rua do Carmo, 42, 6º, 1200-, LISBOA",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
PT720002613,54930048NA7PYKGPDI32,"FP Complementares ANA, S.A.","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
PT720002982,5493009BCW84BG16T713,"FP Conduril","LUSITANIA VIDA, COMPANHIA DE SEGUROS, S.A.","Avenida Eng.o Duarte Pacheco, Torre 2, 12º, 1070-, LISBOA",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
PT720004713,213800G66F3WHQG4OK88,"FP Crédito Agrícola","CREDITO AGRICOLA VIDA - COMPANHIA DE SEGUROS, S.A.","Rua Castilho, 233 - 7º, 1070-, LISBOA",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
PT720010578,549300Q8NLHX0N427L97,"FP da Caixa da Chamusca","GOLDEN - S.G.F. SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","Rua Laura Alves, no 12 - 2º Dto, 1069-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
PT720003547,549300YN4U0KNFEPNQ04,"FP da Companhia Portuguesa de Resseguros","CGD PENSÕES - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES S.A.","Av. Joao XXI, no 63 - 2º Piso, 1000-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
PT720003954,549300VQS9IZLRFREY82,"FP da Electricidade dos Açores","REAL VIDA SEGUROS, S.A.","Avenida de Franca, 316 - 5º, 4050-, PORTO",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
PT720003512,5493007NCJ64KM5Q4V52,"FP da Euronext Lisbon","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
PT720003520,54930070P66OW2VKYT23,"FP da Interbolsa","BPI VIDA E PENSÕES - COMPANHIA DE SEGUROS, S.A.","Rua Braamcamp, 11 - 6º, 1250-, LISBOA",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
PT720009782,5493006EIK89JAYKRE59,"FP da Santa Casa da Misericórdia de Lisboa","CGD PENSÕES - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES S.A.","Av. Joao XXI, no 63 - 2º Piso, 1000-, LISBOA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
