CÓDIGO EUROPEO,LEI,NOMBRE,DIRECCIÓN,TIPO DE SEGURO,ENTIDAD MATRIZ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
FR943478339,969500RKD9J4C4T9NM21,"CAPQUARTZ","2 Rue Pierre Fixot, 93600, AULNAY-SOUS-BOIS",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
FR784669939,969500Z82U9GIUILN614,"CAPREVAL","21 RUE LAFFITTE, 75009, PARIS",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
FR348855388,969500ESMQZ8E0P9DH28,"CARCEPT PREVOYANCE","4  RUE GEORGES PICQUART, 75017, PARIS",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
FR784394777,9695004OKYCJGH762G97,"CARCO","15 AVENUE DE L OPERA, 75001, PARIS",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
FR308896547,96950020FCS2UW7OXF94,"CARDIF ASSURANCES RISQUES DIVERS","1   BD  HAUSSMANN, 75318, PARIS 09 EME",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
FR824686109,9695000I2418PVK8HU75,"CARDIF IARD","1      BD   HAUSSMANN, 75009, PARIS 09 EME",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
FR732028154,969500G544G7SX1R1Z44,"CARDIF VIE","1   BD  HAUSSMANN, 75318, PARIS 09 EME",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
FR330598616,969500J8D3DM3MGW6S20,"CARMA","ZAE Saint Guénault 1 Rue Jean Mermoz, 91000, EVRY-COURCOURONNES",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
FR428798136,969500AC98D2K66P4Y74,"CARMAVIE","ZAE Saint Guénault 1 Rue Jean Mermoz, 91000, EVRY-COURCOURONNES",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
FR533889960,9695009FW6SJ095QVI79,"CARPILIG/P","8 BIS ALLEE GASTON BACHELARD, 75014, PARIS",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
FR780508073,969500BH82XSGZBLHX77,"CCMO MUTUELLE","6 AVENUE DU BEAUVAISIS PAE DU HAUT-VILLE CS 50993, 60014, BEAUVAIS CEDEX",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
FR401679840,969500HVS9T86M50WY16,"CCPMA PREVOYANCE","21 RUE DE LA BIENFAISANCE, 75382, PARIS CEDEX 08",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
FR978138741,969500U9MA4XYIAWRM70,"CDA REINSURANCE","AVENUE ANTOINE-BOURDELLE,, 44600, SAINT-NAZAIRE",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
FR784301434,969500OUG53IETU3VH51,"CDC MUTUELLE","71 RUE DESNOUETTES, 75015, PARIS",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
FR958506156,969500ZW0FLQF852NM39,"CFDP ASSURANCES","62 RUE DE BONNEL, 69003, LYON",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
FR483801833,,"CG CAR-GARANTIE VERSICHERUNGS AKTIENGESELLSCHAFT","CG CAR-GARANTIE Versicherungs-AG France Branch 7 rue de Kingersheim, 68120, RICHWILLER",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
FR784702367,969500XRME9Q0SY8AG05,"CGPA-CAISSE DE GARANTIE DES PROFESSIONNELS DE L'ASSURANCE","125 RUE DE LA FAISANDERIE, 75116, PARIS",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
FR450327374,213800XUISJWTBJ8XR15,"CHUBB EUROPEAN GROUP SE","31 PLACE  DES COROLLES LA TOUR CARPE DIEM, ESPLANADE NORD, 92400, COURBEVOIE",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
FR381157395,,"CIGNA LIFE INSURANCE COMPANY OF EUROPE SA","19 boulevard Malesherbes, 75008, PARIS",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
FR493253652,9695002E8YJRDJDP6H11,"CNP ASSURANCES IARD","4 PROMENADE COEUR DE VILLE, 92130, ISSY-LES-MOULINEAUX",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
FR419901269,969500Q5IAAI8I23Q509,"CNP ASSURANCES PREVOYANCE","4 PROMENADE COEUR DE VILLE, 92130, ISSY-LES-MOULINEAUX",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
FR905054128,9695003KNR5RJDZHBQ64,"CNP ASSURANCES PROTECTION SOCIALE","1-11 RUE BRILLAT-SAVARIN, 75013, PARIS",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
FR341737062,969500QKVPV2H8UXM738,"CNP ASSURANCES S.A.","4 promenade Cœur de Ville, 92130, ISSY-LES-MOULINEAUX",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
FR440165041,96950038Q8ZIC7JNF597,"CNP ASSURANCES SANTE INDIVIDUELLE","4 PROMENADE COEUR DE VILLE, 92130, ISSY-LES-MOULINEAUX",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
FR383024098,969500330J87723S1285,"CNP CAUTION","4 PROMENADE COEUR DE VILLE, 92130, ISSY LES MOULINEAUX",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
FR542066394,969500I13N0V4CJ8K521,"COLISEE RE","61     RUE  MSTISLAV ROSTROPOVIT, 75017, PARIS 17 EME",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
FR382506079,9695008BMJRRRHAYOW42,"COMPAGNIE EUROPEENNE DE GARANTIES ET CAUTIONS","59 AVENUE PIERRE MENDES FRANCE, 75013, PARIS",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
FR552069791,9695007AC8Q2X70BLL23,"COMPAGNIE FRANCAISE D ASSURANCE POUR LE COMMERCE EXTERIEUR (COFACE)","91 93 BOULEVARD PASTEUR, 75015, PARIS",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
FR780716197,969500A2SK21SPVN8K30,"COMPLEVIE","6 RUE SAINT NICOLAS, 14000, CAEN",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
FR348455775,969500JXOKRP5C2LV055,"COREIS","32 RUE DE LA PRÉFECTURE, 21000, DIJON",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
FR852264332,969500EMK020IH1DMF42,"CORUM LIFE SA","1 RUE EULER, 75008, PARIS",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
FR439881137,969500K59WA6SGV1YD65,"COVEA COOPERATIONS","160 RUE HENRI CHAMPION, 72100, LE MANS",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
FR442935227,9695007KZZ9MXB340B18,"COVEA PROTECTION JURIDIQUE","160 RUE HENRI CHAMPION, 72045, LE MANS CEDEX 2",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
FR379834906,969500Z610CV4WSE0A65,"CRAMA MEDITERRANEE","24 PARC DU GOLF 24          ZAC PICHAURY BP 10359, 13799, AIX EN PROVENCE",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
FR382285260,969500G53TWBT44AD429,"CRAMA PARIS VAL DE LOIRE","161    AV   PAUL VAILLANT COUTUR, 92160, GENTILLY",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
FR503993867,,"CREDIMUNDI SA/NV","11 rue Christophe Colomb, 75008, PARIS",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
FR422549956,969500YBEKLHIC3G2Z12,"CREDIT AGRICOLE INDOSUEZ RISK SOLUTIONS ASSURANCE","12     PL   DES ETATS UNIS CS 70052, 92547, MONTROUGE",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
FR640801742,9695002OXTEFF0Q0N455,"DASSAULT REASSURANCE","78 QUAI MARCEL DASSAULT, 92210, SAINT CLOUD",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
FR908714892,969500OPSY1T3IRKSA56,"DESCARTES INSURANCE","148 RUE DE COURCELLES, 75017, PARIS",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
FR410495451,,"DEVK ALLGEMEINE VERSICHERUNG AG","4 rue Scatisse, 30000, NIMES",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
FR389623653,,"DOMESTIC & GENERAL INSURANCE PLC","14 rue Drouot, 75009, PARIS",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
FR908510993,,"EDEN INVEST SARL","294 AVENUE DU GRAND CHAMP BP 89, 73600, FR-73600 SALINS-FONTAINE",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
FR988799755,969500UJTN4UT284JY55,"EGIS RE","15, avenue du Centre, 78280, GUYANCOURT",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
FR783169220,969500G6KTQV8G5XF417,"EMOA MUTUELLE DU VAR","89 PLACE DE LA LIBERTE, 83041, TOULON CEDEX 9",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
FR419049499,9695009PV8N2BLB32E50,"ENERGIE MUTUELLE","66 AVENUE DU MAINE, 75014, PARIS",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
