CÓDIGO EUROPEO,LEI,NOMBRE,DIRECCIÓN,TIPO DE SEGURO,ENTIDAD MATRIZ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
AT0000065755520,529900TDV3M737GX7846,"MuKi Versicherungsverein auf Gegenseitigkeit","Wirerstraße, 10, 4820, Bad Ischl",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
AT0000099292581,967600F4ZSIQOACP2E27,"Niederkappler - St. Johanner Versicherung Versicherungsverein auf Gegenseitigkeit","Markt, 10, 4113, St. Martin im Mühlkreis",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
AT0000001662780,529900HFDP6IA98ZIN52,"Niederösterreichische Versicherung AG","Neue Herrengasse, 10, 3100, St. Pölten",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
AT0000188353179,,"NOVIS Versicherungs-AG Niederlassung Österreich","Eßlinggasse, 7/5, 1010, Wien",vida,SK47251301                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
AT0000020071773,529900E9VMV8LHMTDX28,"Oberösterreichische Versicherung Aktiengesellschaft","Gruberstr., 32, 4020, Linz",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
AT0000002407706,529900YPGRP3KTUTBZ47,"Österreichische Beamtenversicherung, Versicherungsverein auf Gegenseitigkeit","Grillparzerstraße, 11, 1010, Wien",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
AT0000002407888,529900QN2O8H65HMXX86,"Österreichische Hagelversicherung-Versicherungsverein auf Gegenseitigkeit","Lercheng., 3-5, 1080, Wien",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
AT0000194107007,,"Pferdeversicherungsverein auf Gegenseitigkeit Pram","Rotten, 1, 4742, Pram, Oberösterreich",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
AT0000001055381,529900WJYGZH5CD7Z746,"Porsche Versicherungs Aktiengesellschaft","Vogelweiderstraße, 75, 5020, Salzburg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
AT0000101247649,,"R+V Allgemeine Versicherung AG, Niederlassung Österreich","Wilhelmstraße, 68, 1120, Wien",no-vida,DEA537Z                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
AT0000053585905,,"Real Garant Versicherung Aktiengesellschaft Niederlassung Österreich","Perfektastraße, 73/2/2, 1230, Wien",no-vida,DEAI2CB                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
AT0000194108914,,"Rindvieh- und Pferdeversicherungsverein auf Gegenseitigkeit Egg","Gebatz, 46, 6863, Egg, Vorarlberg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
AT0000194108831,,"Rindviehversicherungsverein auf Gegenseitigkeit Flaurling","Salzstraße, 10, 6403, Flaurling",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AT0000077828885,,"ROLAND Rechtsschutz-Versicherungs-Aktiengesellschaft","Mariannengasse, 14, 1090, Wien",no-vida,DEA4RFS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
AT0000219447099,,"RVV Rückversicherungsverein auf Gegenseitigkeit der kleinen Versicherungsvereine auf Gegenseitigkeit","Bergwald, 651, 8225, Pöllau bei Hartberg",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
AT0000057990747,894500BM185M7QFCZ556,"Salzkammergut Versicherung - Wechselseitiger Versicherungsverein a.G.","Hauptstraße, 13, 4802, Ebensee",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
AT0000057993337,529900YDO39GMSCS6P56,"St. Mareiner Versicherungsverein auf Gegenseitigkeit","Tennisplatzweg, 6, 8714, Kraubath an der Mur",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
AT0000099292748,529900YZOPWUXS9XRT90,"Steinbacher Versicherung Wechselseitiger Versicherungsverein","Ortsplatz, 11, 4596, Steinbach an der Steyr",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
AT0000099293399,529900520G0EGJU8F347,"Taiskirchner Versicherung kleiner Versicherungsverein auf Gegenseitigkeit (kVvG)","Hofmarkt, 16, 4753, Taiskirchen im Innkreis",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
AT0000082774355,529900BS8P7WMV75OV74,"Tennengauer Versicherung auf Gegenseitigkeit","Markt, 97, 5440, Golling",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AT0000176265872,,"Tierversicherungsverein Andelsbuch auf Gegenseitigkeit","Ruhmanen, 45, 6866, Andelsbuch",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
AT0000002408266,5299004QZXUXX24HAX74,"TIROLER VERSICHERUNG V.a.G.","Wilhelm-Greil-Straße, 10, 6020, Innsbruck",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
AT0000248376525,,"Tryg Österreich, Niederlassung der Tryg Forsikring A/S","Bankgasse, 8, 1010, Wien",no-vida,DK24260666                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AT0000000475978,529900OOW8ELHOXWZP82,"UNIQA Insurance Group AG","Untere Donaustraße, 21, 1029, Wien",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
AT0000002403895,529900B0OFX1G2LS5L25,"UNIQA Österreich Versicherungen AG","Untere Donaustraße, 21, 1029, Wien",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
AT0000000709392,529900E2564AV5SVKC92,"VAV Versicherungs-Aktiengesellschaft","Münzgasse, 6, 1030, Wien",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
AT0000194109136,,"Versicherungsverein auf Gegenseitigkeit Bartholomäberg-St.Gallenkirch","Untere Gosta, 167b, 6793, Gaschurn",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
AT0000057993170,,"Versicherungsverein Nockberge","Patergassen, 30, 9564, Patergassen",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
AT0000099293472,5299008RGN1M8YUW5O34,"Viechtwanger Versicherung VVaG","Viechtwang, 28, 4644, Scharnstein",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
AT0000160926513,,"Viehversicherungsverein Alberschwende","Rüttenersch, 3, 6850, Donrbirn",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
AT0000180536615,,"Viehversicherungsverein auf Gegenseitigkeit Bezau","Obere, 137, 6870, Bezau",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AT0000194106389,,"Viehversicherungsverein auf Gegenseitigkeit für das Land Vorarlberg","Höllweg, 5, 6781, Bartholomäberg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
AT0000194107270,,"Viehversicherungsverein auf Gegenseitigkeit Klostertal-Tannberg","Am Tobel, 4, 6751, Braz",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
AT0000172046581,,"Viehversicherungsverein Oberdorf-Dornbirn, Versicherungsverein auf Gegenseitigkeit","Mittebrunnen, 9, 6850, Dornbirn",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
AT0000016833657,549300JCRU23I1THU176,"VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe","Schottenring, 30, 1010, Wien",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
AT0000002409405,529900KUCGUHP32P3754,"VORARLBERGER LANDES-VERSICHERUNG V.a.G.","Bahnhofstr., 35, 6901, Bregenz",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
AT0000033900125,529900FZM26WXFWX9556,"Wälder Versicherung Versicherungsverein auf Gegenseitigkeit","Hof, 780, 6866, Andelsbuch",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
AT0000014971707,529900Q02UOHN4R9YD15,"Walser Versicherung VaG","Boden, 57, 6731, Sonntag",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
AT0000099292151,529900KZBH4YJVKKIW98,"Wartberger Versicherung VVaG","Hauptstraße, 6, 4552, Wartberg an der Krems",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
AT0000172638247,529900AZ5DPPK6DMRB27,"Wechselseitige Brandschaden Versicherung Ausseerland","Ischler Straße, 92, 8990, Bad Aussee",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
AT0000099293043,529900D4UET913ZDA434,"Wechselseitiger Brandschaden Versicherungsverein Bad Ischl - Strobl - St. Wolfgang","Auböckplatz, 8, 4820, Bad Ischl",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
AT0000194106629,,"Wechselseitiger Brandschaden-Versicherungsverein Ramsau","Ramsau-Ort, 300, 8972, Ramsau am Dachstein",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
AT0000194108401,529900AGK7FRM0RJIS16,"Wechselseitiger Brandschaden-Versicherungsverein Wels","Industriestraße, 2, 4614, Marchtrenk",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
AT0000194108591,,"Wechselseitiger Pferdeversicherungsverein St. Georgen im Attergau","Pabing, 5, 4881, Straß im Attergau",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
AT0000099293126,9845003A06456CZCA484,"Wechselseitiger Versicherungsverein Bad Goisern","Bahnhofstraße, 9, 4822, Bad Goisern",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
AT0000099293209,529900DV0ECHO1VM3I79,"Wechselseitiger Versicherungsverein der Gemeinden Gosau, Hallstatt und Obertraun","Gosau, 623, 4824, Gosau",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
AT0000099292409,529900WYLN2TYHSDE995,"Wechselseitiger Versicherungsverein Schwand im Innkreis","Bäckerstraße, 5, 5134, Schwand in Innkreis",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
AT0000094828306,549300W4AU642WNKBH79,"WIENER STÄDTISCHE VERSICHERUNG AG Vienna Insurance Group","Schottenring, 30, 1010, Wien",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
AT0000099292318,529900NETDFMUDXVLG11,"Windischgarstner Versicherung Verein auf Gegenseitigkeit","Hauptstraße, 24, 4580, Windischgarsten",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
AT0000000930923,529900BBRLPZRA981722,"Wüstenrot Versicherungs-Aktiengesellschaft","Alpenstraße, 70, 5020, Salzburg",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
AT0000040995324,,"XL Insurance Company SE Zweigniederlassung für Österreich","Tuchlauben, 3, 1010, Wien",no-vida,IEC173308                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
AT0000057990580,529900MN4DA0P36CXF47,"Zillertaler Versicherungsverein auf Gegenseitigkeit","Rohrerstraße, 2, 6280, Zell am Ziller",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
AT0000000710051,5299007IZRLL99COVE31,"Zürich Versicherungs-Aktiengesellschaft","Leopold-Ungar-Platz, 2, 1190, Wien",compuestos,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
