CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
MTA1MTPF22,63540068LOSRRL36YK15,"OPTIMUS RETIREMENT BENEFIT SCHEME NO. 1","INTEGRATED-CAPABILITIES (MALTA) LTD","45/13,,STRAIT STREET, VLT14, VALLETTA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
MTA1MTPF23,549300UMLY6UZTZG3H74,"PATHFINDER RETIREMENT SCHEME","PRAXIS PES MALTA LIMITED","115 2ND FLOOR,CHIRCOP BUILDING,VALLEY ROAD, BKR 1, BIRKIRKARA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
MTA1MTPF25,549300XXCH66J6JN2M93,"PIONEER RETIREMENT PLAN","PRAXIS PES MALTA LIMITED","1ST FLOOR,ORANGE POINT,DUN KARM STREET, BKR 1, BIRKIRKARA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
MTA1MTPF29,213800CV561L5446E950,"STM HARBOUR RETIREMENT SCHEME","STM MALTA PENSION SERVICES LIMITED","LEVEL 1,SAN GWAKKIN BUILDING,TRIQ IS SALIB TAL IMRIEHEL, BKR30, MRIEHEL",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
MTA1MTPF31,2138009EXYTKBKDOAV94,"STM MALTA (US) PROTECTED RETIREMENT PLAN","STM MALTA PENSION SERVICES LIMITED","LEVEL 1,SAN GWAKKIN BUILDING,TRIQ IS SALIB TAL IMRIEHEL, BKR30, MRIEHEL",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
MTA1MTPF32,213800E28M8AZ469KM11,"STM MALTA PENSION CONTRACT PLAN","STM MALTA PENSION SERVICES LIMITED","LEVEL 1,SAN GWAKKIN BUILDING,TRIQ IS SALIB TAL IMRIEHEL, BKR30, MRIEHEL",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
MTA1MTPF34,213800BZ3UXGM34WW540,"STM MALTA RETIREMENT PLAN","STM MALTA PENSION SERVICES LIMITED","LEVEL 1,SAN GWAKKIN BUILDING,TRIQ IS SALIB TAL IMRIEHEL, BKR30, MRIEHEL",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
MTA1MTPF36,213800P1OUOLLRQQG236,"THE BOURSE RETIREMENT SCHEME (MALTA)","BOURSE PENSION ADMINISTRATORS (MALTA) LIMITED","140,BOURSE,TRIQ TAL LABOUR, NXR 9, NAXXAR",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
MTA1MTPF37,213800OKB7MCIIJ9ZN98,"THE CALYPSO INTERNATIONAL RETIREMENT SCHEME","TMF INTERNATIONAL PENSIONS LIMITED","LEVEL 4,SMARTCITY MALTA BLOCK SCM01,RICASOLI, KKR 1, KALKARA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
MTA1MTPF4,213800VMN691RSSD9775,"THE CASTILLE RETIREMENT PLAN","BLEVINS FRANKS TRUSTEES LIMITED","PO Bo, GASAN CENTRE,MRIEHEL BY PASS, BKR 1, MRIEHEL",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
MTA1MTPF38,21380076COM37OJDYO75,"THE CENTAURUS LITE RETIREMENT BENEFIT SCHEME","SOVEREIGN PENSION SERVICES LIMITED","Level 5,ST.JULIANs BUSINESS CENTRE,ELIA ZAMMIT STREET, STJ31, ST JULIANS",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
MTA1MTPF39,213800R8GXWJV1IWWR20,"THE CENTAURUS RETIREMENT BENEFIT SCHEME","SOVEREIGN PENSION SERVICES LIMITED","Level 5,ST.JULIANs BUSINESS CENTRE,ELIA ZAMMIT STREET, STJ31, ST JULIANS",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
MTA1MTPF40,213800TZI2FXZQAHI336,"THE DOMINION EU RETIREMENT (US QUALIFIED) PLAN","DOMINION FIDUCIARY SERVICES (MALTA) LIMITED","LEVEL 16,PORTOMASO BUSINESS TOWER,VJAL PORTOMASO, STJ40, ST JULIANS",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
MTA1MTPF41,213800538LOWCKBZ8Y78,"THE DOMINION MALTA RETIREMENT PLAN 2010","DOMINION FIDUCIARY SERVICES (MALTA) LIMITED","LEVEL 16,PORTOMASO BUSINESS TOWER,VJAL PORTOMASO, STJ40, ST JULIANS",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
MTA1MTPF42,635400PKVPUQNDVUQK20,"THE DOMINION PERSONAL RETIREMENT CONTRACT","DOMINION FIDUCIARY SERVICES (MALTA) LIMITED","LEVEL 16,PORTOMASO BUSINESS TOWER,VJAL PORTOMASO, STJ40, ST JULIANS",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
MTA1MTPF44,213800NSQDFIBOVGFQ90,"THE OHIO PENSION PLAN","TMF INTERNATIONAL PENSIONS LIMITED","LEVEL 4,SMARTCITY MALTA BLOCK SCM01,RICASOLI, KKR 1, KALKARA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
