"International Name";"Name of NCA";"Home Country";"Identification code";"LEI";"Official name of the entity";"Cross border status";"EU Country where the entity operates";"Local/Commercial name";"Registration start date";"Registration end date";"Street Name";"Street Number";"Post Code";"City";"County";"Website address";"Operation Start Date";"Operation End Date";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"HU";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"ES";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"LU";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"SE";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"EL";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"IT";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"CZ";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"CY";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"AT";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"BG";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"LT";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"HR";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"NL";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"NO";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"BE";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"LI";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"RO";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"LV";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"LI";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"HU";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"IS";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"ES";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"IE";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"IT";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"MT";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"LT";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"EL";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"RO";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"PT";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"NO";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"PL";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"SK";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"SI";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"CZ";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"SE";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"DE";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"AT";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"DK";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"BG";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"CY";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"HR";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"FI";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"NL";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"LV";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE ";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"775625635";"969500L0T16HX3R78P61";"LA MONDIALE ";"EEA FPS";"EE";"LA MONDIALE ";"21/02/2019 00:00:00";"";"32 AVENUE EMILE ZOLA ";"";"59370";"MONS EN BAROEUL";"";"";"21/02/2019 00:00:00";"";
"ACHEEL SA";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"879605350";"9695001GU2AOPPIG6N43";"ACHEEL SA";"Domestic undertaking";"FR";"ACHEEL SA";"13/05/2021 00:00:00";"";"128, RUE DE LA BOETIE ";"";"75008";"PARIS";"";"";"13/05/2021 00:00:00";"";
"Hrvatsko kreditno osiguranje d.d.";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"5713";"315700PS397SPA0S1F19";"Hrvatsko kreditno osiguranje d.d.";"EEA FPS";"HU";"";"21/02/2010 00:00:00";"";"Bednjanska";"14";"10000";"Zagreb";"";"";"29/03/2018 00:00:00";"";
"AGRAM LIFE osiguranje d.d.";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"716";"74780000R0XHH10VC697";"AGRAM LIFE osiguranje d.d.";"EEA FPS";"AT";"";"24/06/1997 00:00:00";"";"Trnjanska cesta";"108";"10000";"Zagreb";"";"";"05/07/2018 00:00:00";"";
"ADRIATIC OSIGURANJE d.d.";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"340";"74780000904H51PVL664";"ADRIATIC OSIGURANJE d.d.";"EEA FPS";"DE";"";"25/03/1996 00:00:00";"";"Listopadska";"2";"10000";"Zagreb";"";"";"22/10/2018 00:00:00";"";
"AGRAM LIFE osiguranje d.d.";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"716";"74780000R0XHH10VC697";"AGRAM LIFE osiguranje d.d.";"EEA FPS";"IT";"";"24/06/1997 00:00:00";"";"Trnjanska cesta";"108";"10000";"Zagreb";"";"";"12/03/2021 00:00:00";"";
"EUROHERC osiguranje d.d.";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"1020";"74780000Q0NHK2O5DU16";"EUROHERC osiguranje d.d.";"EEA FPS";"SI";"";"06/05/1996 00:00:00";"";"Ulica grada Vukovara";"282";"10000";"Zagreb";"";"";"19/06/2019 00:00:00";"";
"Wiener osiguranje Vienna Insurance Group d.d. ";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"1022";"54930041AKTSEYG3RV93";"Wiener osiguranje Vienna Insurance Group d.d. ";"EEA FPS";"PL";"";"28/12/1995 00:00:00";"";"Slovenska ulica";"24";"10000";"Zagreb";"";"";"11/05/2017 00:00:00";"";
"GRAWE Hrvatska d.d.";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"1021";"5299008LQUWEOTO76V71";"GRAWE Hrvatska d.d.";"EEA FPS";"AT";"";"02/08/1996 00:00:00";"";"Ulica grada Vukovara";"5";"10000";"Zagreb";"";"";"29/12/2020 00:00:00";"";
"GRAWE Hrvatska d.d.";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"1021";"5299008LQUWEOTO76V71";"GRAWE Hrvatska d.d.";"EEA FPS";"PL";"";"02/08/1996 00:00:00";"";"Ulica grada Vukovara";"5";"10000";"Zagreb";"";"";"31/12/2020 00:00:00";"";
"GRAWE Hrvatska d.d.";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"1021";"5299008LQUWEOTO76V71";"GRAWE Hrvatska d.d.";"EEA FPS";"SI";"";"02/08/1996 00:00:00";"";"Ulica grada Vukovara";"5";"10000";"Zagreb";"";"";"24/12/2020 00:00:00";"";
"ADRIATIC OSIGURANJE d.d. podružnica";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"100000";"74780000904H51PVL664";"ADRIATIC OSIGURANJE d.d. podružnica";"EEA branch";"IT";"";"04/09/2018 00:00:00";"";"Corso Italia";"31";"34122";"Trieste";"";"";"04/09/2018 00:00:00";"";
"ADRIATIC OSIGURANJE d.d.";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"340";"74780000904H51PVL664";"ADRIATIC OSIGURANJE d.d.";"EEA FPS";"AT";"";"25/03/1996 00:00:00";"";"Listopadska";"2";"10000";"Zagreb";"";"";"23/07/2018 00:00:00";"";
"ADRIATIC OSIGURANJE d.d.";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"340";"74780000904H51PVL664";"ADRIATIC OSIGURANJE d.d.";"EEA FPS";"IT";"";"25/03/1996 00:00:00";"";"Listopadska";"2";"10000";"Zagreb";"";"";"25/06/2018 00:00:00";"";
"Wiener osiguranje Vienna Insurance Group d.d. ";"HRVATSKA AGENCIJA ZA NADZOR FINANCIJSKIH USLUGA (HANFA)";"HR";"1022";"54930041AKTSEYG3RV93";"Wiener osiguranje Vienna Insurance Group d.d. ";"EEA FPS";"BE";"";"28/12/1995 00:00:00";"";"Slovenska ulica";"24";"10000";"Zagreb";"";"";"11/05/2017 00:00:00";"";
"EUCare Insurance PCC Ltd";"Malta Financial Services Authority (MFSA)";"MT";"C 88658 ";"391200A0CLYPI0GKDC78";"EU Care Insurance PCC Ltd";"EEA FPS";"CZ";"";"02/11/2018 00:00:00";"";"John Lopez Street";"16, Ewropa Centre";"FRN 1400";"Floriana";"";"";"02/11/2018 00:00:00";"";
"GASANMAMO INSURANCE LIMITED";"Malta Financial Services Authority (MFSA)";"MT";"C 3143";"213800VJ1PLDKYT8Z152";"GASANMAMO INSURANCE LIMITED";"EEA branch";"CY";"";"04/10/2009 00:00:00";"";"Msida Road,";"";"GZR 1405";"Gzira";"";"";"11/04/2003 00:00:00";"";
"EUCARE INSURANCE PCC LIMITED";"Malta Financial Services Authority (MFSA)";"MT";"C 88658";"391200A0CLYPI0GKDC78";"EUCARE INSURANCE PCC LIMITED";"EEA branch";"NL";"";"25/09/2025 00:00:00";"";"16, EUROPA CENTRE, TRIQ JOHN LOPEZ,";"";"FRN 1400";"FLORIANA";"MALTA";"https://www.eucareinsurance.com";"25/09/2025 00:00:00";"";
"STARR EUROPE INSURANCE LIMITED";"Malta Financial Services Authority (MFSA)";"MT";"C 85380";"5493008WCB59F2KEH497";"STARR EUROPE INSURANCE LIMITED";"EEA branch";"DE";"";"18/02/2019 00:00:00";"";"Trident Park, Notabile Gardens, No.1 – Level 0 ";"Mdina Road, Zone 2, Central Business District, ";"CBD 2010";"Birkirkara ";"MALTA";"";"18/02/2019 00:00:00";"";
"Starr Europe Insurance Ltd";"Malta Financial Services Authority (MFSA)";"MT";"C 85380";"5493008WCB59F2KEH497";"Starr Europe Insurance Ltd";"EEA branch";"HU";"";"18/10/2019 00:00:00";"";"Territorials Street,";"Vision Exchange Building,";"BKR 3000";"Mriehel";"";"";"16/10/2018 00:00:00";"";
"QIC EUROPE LIMITED";"Malta Financial Services Authority (MFSA)";"MT";"C 67694";"21380051H5GOSE67HD32";"QIC EUROPE LIMITED";"EEA branch";"IT";"";"21/11/2014 00:00:00";"";"Triq ir-Rampa ta San Giljan, Balluta Bay,";"The Hedge Business Centre - Level 3,";"STJ 1062";"St. Julians";"";"";"21/11/2014 00:00:00";"";
"STARR EUROPE INSURANCE LIMITED";"Malta Financial Services Authority (MFSA)";"MT";"C 85380";"5493008WCB59F2KEH497";"STARR EUROPE INSURANCE LIMITED";"EEA branch";"ES";"";"09/04/2020 00:00:00";"";"Trident Park, Notabile Gardens, No.1 – Level 0 ";"Mdina Road, Zone 2, Central Business District, ";"CBD 2010";"Birkirkara ";"MALTA";"";"09/04/2020 00:00:00";"";
"STARR EUROPE INSURANCE LIMITED";"Malta Financial Services Authority (MFSA)";"MT";"C 85380";"5493008WCB59F2KEH497";"STARR EUROPE INSURANCE LIMITED";"EEA branch";"CZ";"";"18/10/2019 00:00:00";"";"Trident Park, Notabile Gardens, No.1 – Level 0 ";"Mdina Road, Zone 2, Central Business District, ";"CBD 2010";"Birkirkara ";"MALTA";"";"18/10/2019 00:00:00";"";
"STARR EUROPE INSURANCE LIMITED";"Malta Financial Services Authority (MFSA)";"MT";"C 85380";"5493008WCB59F2KEH497";"STARR EUROPE INSURANCE LIMITED";"EEA branch";"NL";"";"18/02/2019 00:00:00";"";"Trident Park, Notabile Gardens, No.1 – Level 0 ";"Mdina Road, Zone 2, Central Business District, ";"CBD 2010";"Birkirkara ";"MALTA";"";"18/02/2019 00:00:00";"";
"PREMIUM INSURANCE COMPANY LIMITED";"Malta Financial Services Authority (MFSA)";"MT";"C 91171";"213800AVV7PZ4FKP8N28";"PREMIUM INSURANCE COMPANY LIMITED";"EEA branch";"SK";"";"03/05/2019 00:00:00";"";"Level 3, CF Business Centre, Triq Gort";"";"STJ 3061";"St. Julians";"MALTA";"www.premium-ic.sk";"03/05/2019 00:00:00";"";
"STARR EUROPE INSURANCE LIMITED";"Malta Financial Services Authority (MFSA)";"MT";"C 85380";"5493008WCB59F2KEH497";"STARR EUROPE INSURANCE LIMITED";"EEA branch";"SK";"";"18/02/2019 00:00:00";"";"Trident Park, Notabile Gardens, No.1 – Level 0 ";"Mdina Road, Zone 2, Central Business District, ";"CBD 2010";"Birkirkara ";"MALTA";"";"18/02/2019 00:00:00";"";
"Starr Europe Insurance Ltd";"Malta Financial Services Authority (MFSA)";"MT";"C 85380";"5493008WCB59F2KEH497";"Starr Europe Insurance Ltd";"EEA branch";"NO";"";"18/02/2019 00:00:00";"";"Territorials Street,";"Vision Exchange Building,";"BKR 3000";"Mriehel";"";"";"16/10/2018 00:00:00";"";
"Stewart Title Europe Ltd";"Malta Financial Services Authority (MFSA)";"MT";"C 97240";"984500Z051EF5NF5SE67";"Stewart Title Europe Ltd";"EEA branch";"IT";"";"20/01/2021 00:00:00";"";"Sqaq Lourdes, First Floor";"Junction Business Centre";"SWQ 3334";"St. Julians";"";"";"07/01/2021 00:00:00";"";
"TESLA Insurance Ltd";"Malta Financial Services Authority (MFSA)";"MT";"C 96890";"213800AI4SE1XU3W2O92";"TESLA Insurance Ltd";"EEA branch";"DE";"";"08/03/2021 00:00:00";"";"Triq ir-Rampa ta San Giljan, Balluta Bay,";"The Hedge Business Centre - Level 3,";"STJ 1062";"St. Julians";"";"";"07/01/2021 00:00:00";"";
"TELEFONICA SEGUROS Y REASEGUROS COMPAÑÍA ASEGURADORA SAU";"Dirección General de Seguros y Fondos de Pensiones (DGSFP)";"ES";"C0810";"9598007JVRJB5K2D6411";"TELEFONICA SEGUROS Y REASEGUROS COMPAÑÍA ASEGURADORA SAU";"EEA branch";"DE";"TELEFONICA SEGUROS Y REASEGUROS COMPAÑÍA ASEGURADORA SAU";"08/04/2021 00:00:00";"";"GEORG-BRAUCHLE-RING 50, ";"";"80992";"N/A";"";"";"08/04/2021 00:00:00";"";
